"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Nov 01 23:31:09 GMT 2025","Sat Nov 01 23:31:11 GMT 2025","1983","tests.Patient","test_DR_US_06_POST_patient","","","","DR-TC210: Verificar rechazo en la creación de paciente con ref_number_1 excediendo longitud máxima",""
"passed","Sat Nov 01 23:32:05 GMT 2025","Sat Nov 01 23:32:05 GMT 2025","188","tests.Patient","test_DR_US_08_PATCH_patient","","","","DR-TC259: Verificar que no se pueda actualizar un paciente con father_name con un valor vacio",""
"passed","Sat Nov 01 23:32:09 GMT 2025","Sat Nov 01 23:32:09 GMT 2025","220","tests.Patient","test_DR_US_08_PATCH_patient","","","","DR-TC262: Verificar que no se pueda actualizar un paciente con sex con un valor vacio",""
"passed","Sat Nov 01 23:30:19 GMT 2025","Sat Nov 01 23:30:19 GMT 2025","162","tests.Login","test_DR_US_01_Login","","","","DR-TC07: Verificar login fallido con usuario válido y contraseña vacía",""
"passed","Sat Nov 01 23:31:12 GMT 2025","Sat Nov 01 23:31:14 GMT 2025","1710","tests.Patient","test_DR_US_06_POST_patient","","","","DR-TC213: Verificar rechazo en la creación de paciente con city excediendo longitud máxima",""
"passed","Sat Nov 01 23:35:49 GMT 2025","Sat Nov 01 23:35:49 GMT 2025","164","tests.Professional","test_DR_US_05_DELETE_professional","","","","DR-TC160: Verificar eliminación de profesional con ID no existente",""
"passed","Sat Nov 01 23:34:25 GMT 2025","Sat Nov 01 23:34:25 GMT 2025","193","tests.Professional","test_DR_US_04_PATCH_professional","","","","DR-TC96: Verificar que se pueda actualizar un profesional con country Bolivia",""
"passed","Sat Nov 01 23:31:28 GMT 2025","Sat Nov 01 23:31:28 GMT 2025","346","tests.Patient","test_DR_US_08_PATCH_patient","","","","DR‑TC234: Verificar actualización de datos de un paciente con todos los campos válidos",""
"passed","Sat Nov 01 23:33:30 GMT 2025","Sat Nov 01 23:33:31 GMT 2025","201","tests.Professional","test_DR_US_02_POST_professional","","","","DR-TC24: Verificar que no se pueda registrar un profesional sin specialty",""
"passed","Sat Nov 01 23:30:41 GMT 2025","Sat Nov 01 23:30:43 GMT 2025","1844","tests.Patient","test_DR_US_06_POST_patient","","","","DR-TC182: Verificar que se puede registrar un paciente con country República Dominicana",""
"passed","Sat Nov 01 23:35:19 GMT 2025","Sat Nov 01 23:35:19 GMT 2025","201","tests.Professional","test_DR_US_04_PATCH_professional","","","","DR-TC130: Verificar que no se pueda actualizar un profesional con personal_email con un valor inválido",""
"passed","Sat Nov 01 23:35:49 GMT 2025","Sat Nov 01 23:35:53 GMT 2025","4266","tests.e2e","test_DR_US_12_e2e_patient","","","","test_DR_TC_330_Patient",""
"passed","Sat Nov 01 23:34:00 GMT 2025","Sat Nov 01 23:34:01 GMT 2025","172","tests.Professional","test_DR_US_03_GET_professional","","","","DR-TC72: Verificar obtención de lista de profesionales",""
"passed","Sat Nov 01 23:33:40 GMT 2025","Sat Nov 01 23:33:41 GMT 2025","1050","tests.Professional","test_DR_US_02_POST_professional","","","","DR-TC42: Verificar rechazo en la creación de profesional con address excediendo longitud máxima",""
"passed","Sat Nov 01 23:30:17 GMT 2025","Sat Nov 01 23:30:18 GMT 2025","285","tests.Login","test_DR_US_01_Login","","","","DR-TC03: Verificar login fallido con usuario inválido",""
"skipped","Sat Nov 01 23:30:49 GMT 2025","Sat Nov 01 23:30:49 GMT 2025","0","tests.Patient","test_DR_US_06_POST_patient","","","","DR-TC186: Verificar que no se complete el registro de un paciente con solo caracteres especiales en first_name",""
"passed","Sat Nov 01 23:30:26 GMT 2025","Sat Nov 01 23:30:26 GMT 2025","401","tests.Patient","test_DR_US_06_POST_patient","","","","DR-TC169: Verificar que no se pueda registrar un paciente sin sex",""
"passed","Sat Nov 01 23:34:03 GMT 2025","Sat Nov 01 23:34:03 GMT 2025","236","tests.Professional","test_DR_US_04_PATCH_professional","","","","DR-TC81: Verificar actualización de datos de un profesional con todos los campos válidos",""
"passed","Sat Nov 01 23:31:35 GMT 2025","Sat Nov 01 23:31:36 GMT 2025","343","tests.Patient","test_DR_US_08_PATCH_patient","","","","DR-TC239: Verificar actualización exitosa de un paciente modificando solo el campo date_of_birth",""
"passed","Sat Nov 01 23:30:25 GMT 2025","Sat Nov 01 23:30:25 GMT 2025","401","tests.Patient","test_DR_US_06_POST_patient","","","","DR-TC166: Verificar que no se pueda registrar un paciente sin first_name",""
"passed","Sat Nov 01 23:32:41 GMT 2025","Sat Nov 01 23:32:42 GMT 2025","181","tests.Patient","test_DR_US_08_PATCH_patient","","","","DR-TC286: Verificar que no se pueda actualizar un paciente con date_of_birth con formato inválido aaaa/dd/mm",""
"passed","Sat Nov 01 23:33:26 GMT 2025","Sat Nov 01 23:33:26 GMT 2025","157","tests.Patient","test_DR_US_11_GET_patient_photographic_record","","","","DR-TC328: Verificar que no se pueda obtener el registro fotográfico de pacientesin autenticación",""
"skipped","Sat Nov 01 23:35:05 GMT 2025","Sat Nov 01 23:35:05 GMT 2025","0","tests.Professional","test_DR_US_04_PATCH_professional","","","","DR-TC125: Verificar que no se pueda actualizar un profesional con last_name con caracteres especiales",""
"skipped","Sat Nov 01 23:33:31 GMT 2025","Sat Nov 01 23:33:31 GMT 2025","0","tests.Professional","test_DR_US_02_POST_professional","","","","DR-TC30: Verificar que no se registre un profesional con date_of_birth en el futuro",""
"passed","Sat Nov 01 23:33:48 GMT 2025","Sat Nov 01 23:33:48 GMT 2025","205","tests.Professional","test_DR_US_02_POST_professional","","","","DR-TC49: Verificar que no se pueda crear un profesional sin autenticación",""
"passed","Sat Nov 01 23:30:37 GMT 2025","Sat Nov 01 23:30:39 GMT 2025","1858","tests.Patient","test_DR_US_06_POST_patient","","","","DR-TC180: Verificar que se puede registrar un paciente con country México",""
"skipped","Sat Nov 01 23:34:52 GMT 2025","Sat Nov 01 23:34:52 GMT 2025","0","tests.Professional","test_DR_US_04_PATCH_professional","","","","DR-TC115: Verificar que no se pueda actualizar un profesional con last_name con un valor de solo espacios",""
"skipped","Sat Nov 01 23:35:20 GMT 2025","Sat Nov 01 23:35:21 GMT 2025","221","tests.Professional","test_DR_US_04_PATCH_professional","","","","DR-TC131: Verificar que no se pueda actualizar un profesional con phone con un valor inválido",""
"skipped","Sat Nov 01 23:32:31 GMT 2025","Sat Nov 01 23:32:31 GMT 2025","0","tests.Patient","test_DR_US_08_PATCH_patient","","","","DR-TC278: Verificar que no se pueda actualizar un paciente con first_name con caracteres especiales",""
"passed","Sat Nov 01 23:31:52 GMT 2025","Sat Nov 01 23:31:52 GMT 2025","352","tests.Patient","test_DR_US_08_PATCH_patient","","","","DR-TC250: Verificar que se pueda actualizar un paciente con country Bolivia",""
"passed","Sat Nov 01 23:33:19 GMT 2025","Sat Nov 01 23:33:21 GMT 2025","1818","tests.Patient","test_DR_US_10_POST_patient_photographic_record","","","","DR-TC318: Verificar el registro fotográfico de un paciente",""
"passed","Sat Nov 01 23:35:34 GMT 2025","Sat Nov 01 23:35:35 GMT 2025","197","tests.Professional","test_DR_US_04_PATCH_professional","","","","DR-TC143: Verificar rechazo en actualizar un profesional con profession excediendo longitud máxima",""
"passed","Sat Nov 01 23:30:26 GMT 2025","Sat Nov 01 23:30:27 GMT 2025","406","tests.Patient","test_DR_US_06_POST_patient","","","","DR-TC170: Verificar que no se pueda registrar un paciente sin country",""
"skipped","Sat Nov 01 23:35:40 GMT 2025","Sat Nov 01 23:35:40 GMT 2025","0","tests.Professional","test_DR_US_04_PATCH_professional","","","","DR-TC145: Verificar que no se pueda actualizar personal_email a un valor ya existente en otro profesional",""
"skipped","Sat Nov 01 23:31:23 GMT 2025","Sat Nov 01 23:31:23 GMT 2025","0","tests.Patient","test_DR_US_06_POST_patient","","","","DR-TC216: Verificar rechazo en la creación de paciente con photo_path excediendo tamaño máximo",""
"passed","Sat Nov 01 23:30:27 GMT 2025","Sat Nov 01 23:30:28 GMT 2025","405","tests.Patient","test_DR_US_06_POST_patient","","","","DR-TC172: Verificar que no se pueda registrar un paciente sin father_name",""
"passed","Sat Nov 01 23:32:54 GMT 2025","Sat Nov 01 23:32:54 GMT 2025","231","tests.Patient","test_DR_US_08_PATCH_patient","","","","DR-TC295: Verificar rechazo en actualizar un paciente con first_name excediendo longitud máxima",""
"passed","Sat Nov 01 23:32:06 GMT 2025","Sat Nov 01 23:32:07 GMT 2025","187","tests.Patient","test_DR_US_08_PATCH_patient","","","","DR-TC260: Verificar que no se pueda actualizar un paciente con mother_name con un valor vacio",""
"skipped","Sat Nov 01 23:33:48 GMT 2025","Sat Nov 01 23:33:48 GMT 2025","0","tests.Professional","test_DR_US_02_POST_professional","","","","DR-TC48: Verificar rechazo en la creación de profesional con photo_path excediendo tamaño máximo",""
"passed","Sat Nov 01 23:30:27 GMT 2025","Sat Nov 01 23:30:27 GMT 2025","515","tests.Patient","test_DR_US_06_POST_patient","","","","DR-TC171: Verificar que no se pueda registrar un paciente sin dni",""
"passed","Sat Nov 01 23:30:39 GMT 2025","Sat Nov 01 23:30:41 GMT 2025","1865","tests.Patient","test_DR_US_06_POST_patient","","","","DR-TC181: Verificar que se puede registrar un paciente con country Perú",""
"skipped","Sat Nov 01 23:33:49 GMT 2025","Sat Nov 01 23:33:49 GMT 2025","141","tests.Professional","test_DR_US_02_POST_professional","","","","DR-TC50: Verificar fallo en el registro de profesional con método HTTP incorrecto GET",""
"skipped","Sat Nov 01 23:30:49 GMT 2025","Sat Nov 01 23:30:49 GMT 2025","0","tests.Patient","test_DR_US_06_POST_patient","","","","DR-TC187: Verificar que no se complete el registro de un paciente con solo caracteres especiales en last_name",""
"passed","Sat Nov 01 23:34:35 GMT 2025","Sat Nov 01 23:34:35 GMT 2025","223","tests.Professional","test_DR_US_04_PATCH_professional","","","","DR-TC103: Verificar que no se pueda actualizar un profesional con first_name con un valor vacio",""
"passed","Sat Nov 01 23:32:55 GMT 2025","Sat Nov 01 23:32:56 GMT 2025","228","tests.Patient","test_DR_US_08_PATCH_patient","","","","DR-TC296: Verificar rechazo en actualizar un paciente con last_name excediendo longitud máxima",""
"passed","Sat Nov 01 23:33:43 GMT 2025","Sat Nov 01 23:33:44 GMT 2025","1021","tests.Professional","test_DR_US_02_POST_professional","","","","DR-TC45: Verificar rechazo en la creación de profesional con phone excediendo longitud máxima",""
"passed","Sat Nov 01 23:33:48 GMT 2025","Sat Nov 01 23:33:49 GMT 2025","173","tests.Professional","test_DR_US_02_POST_professional","","","","DR-TC61: Verificar que no se pueda crear un profesional con token invalido",""
"passed","Sat Nov 01 23:33:29 GMT 2025","Sat Nov 01 23:33:29 GMT 2025","204","tests.Professional","test_DR_US_02_POST_professional","","","","DR-TC18: Verificar que no se pueda registrar un profesional sin sex",""
"skipped","Sat Nov 01 23:31:24 GMT 2025","Sat Nov 01 23:31:24 GMT 2025","140","tests.Patient","test_DR_US_06_POST_patient","","","","DR-TC220: Verificar fallo en el registro de paciente con método HTTP incorrecto GET",""
"passed","Sat Nov 01 23:33:24 GMT 2025","Sat Nov 01 23:33:25 GMT 2025","310","tests.Patient","test_DR_US_10_POST_patient_photographic_record","","","","DR-TC322: Verificar registro fotográfico fallido con ID que no existe",""
"skipped","Sat Nov 01 23:34:54 GMT 2025","Sat Nov 01 23:34:54 GMT 2025","0","tests.Professional","test_DR_US_04_PATCH_professional","","","","DR-TC117: Verificar que no se pueda actualizar un profesional con phone con un valor de solo espacios",""
"passed","Sat Nov 01 23:33:29 GMT 2025","Sat Nov 01 23:33:30 GMT 2025","210","tests.Professional","test_DR_US_02_POST_professional","","","","DR-TC19: Verificar que no se pueda registrar un profesional sin country",""
"passed","Sat Nov 01 23:34:02 GMT 2025","Sat Nov 01 23:34:02 GMT 2025","163","tests.Professional","test_DR_US_03_GET_professional","","","","DR-TC80: Verificar fallo en obtención de lista de profesionales con método HTTP incorrecto DELETE",""
"skipped","Sat Nov 01 23:33:31 GMT 2025","Sat Nov 01 23:33:31 GMT 2025","0","tests.Professional","test_DR_US_02_POST_professional","","","","DR-TC56: Verificar que no se complete el registro de un profesional con solo caracteres especiales en profession",""
"passed","Sat Nov 01 23:33:34 GMT 2025","Sat Nov 01 23:33:35 GMT 2025","1010","tests.Professional","test_DR_US_02_POST_professional","","","","DR-TC34: Verificar que no se registre un profesional con phone inválido",""
"passed","Sat Nov 01 23:30:18 GMT 2025","Sat Nov 01 23:30:18 GMT 2025","283","tests.Login","test_DR_US_01_Login","","","","DR-TC05: Verificar login fallido con usuario y contraseña vacíos",""
"passed","Sat Nov 01 23:34:01 GMT 2025","Sat Nov 01 23:34:01 GMT 2025","165","tests.Professional","test_DR_US_03_GET_professional","","","","DR-TC76: Verificar que no se pueda obtener la lista de profesionales sin autenticación",""
"skipped","Sat Nov 01 23:32:22 GMT 2025","Sat Nov 01 23:32:22 GMT 2025","0","tests.Patient","test_DR_US_08_PATCH_patient","","","","DR-TC271: Verificar que no se pueda actualizar un paciente con mother_name con un valor de solo espacios",""
"passed","Sat Nov 01 23:35:48 GMT 2025","Sat Nov 01 23:35:49 GMT 2025","164","tests.Professional","test_DR_US_05_DELETE_professional","","","","DR-TC159: Verificar eliminación de profesional fallida con ID inválido",""
"passed","Sat Nov 01 23:34:07 GMT 2025","Sat Nov 01 23:34:07 GMT 2025","196","tests.Professional","test_DR_US_04_PATCH_professional","","","","DR-TC84: Verificar actualización exitosa de un profesional modificando solo el campo date_of_birth",""
"skipped","Sat Nov 01 23:32:50 GMT 2025","Sat Nov 01 23:32:50 GMT 2025","227","tests.Patient","test_DR_US_08_PATCH_patient","","","","DR-TC292: Verificar que no se pueda actualizar un paciente con ref_number_1 con un valor inválido",""
"passed","Sat Nov 01 23:30:28 GMT 2025","Sat Nov 01 23:30:29 GMT 2025","397","tests.Patient","test_DR_US_06_POST_patient","","","","DR-TC174: Verificar que no se pueda registrar un paciente sin ref_number_1",""
"passed","Sat Nov 01 23:33:55 GMT 2025","Sat Nov 01 23:33:56 GMT 2025","1051","tests.Professional","test_DR_US_02_POST_professional","","","","DR-TC68: Verificar que se puede registrar un profesional con country República Dominicana",""
"passed","Sat Nov 01 23:33:57 GMT 2025","Sat Nov 01 23:33:58 GMT 2025","1167","tests.Professional","test_DR_US_02_POST_professional","","","","DR-TC69: Verificar que se puede registrar un profesional con country Estados Unidos",""
"passed","Sat Nov 01 23:33:25 GMT 2025","Sat Nov 01 23:33:26 GMT 2025","167","tests.Patient","test_DR_US_11_GET_patient_photographic_record","","","","DR-TC325: Verificar obtención de registro fotográfico de un paciente",""
"passed","Sat Nov 01 23:33:11 GMT 2025","Sat Nov 01 23:33:11 GMT 2025","233","tests.Patient","test_DR_US_08_PATCH_patient","","","","DR-TC304: Verificar rechazo en actualizar un paciente con fissure_type excediendo longitud máxima",""
"passed","Sat Nov 01 23:35:49 GMT 2025","Sat Nov 01 23:35:49 GMT 2025","155","tests.Professional","test_DR_US_05_DELETE_professional","","","","DR-TC162: Verificar eliminación de profesional fallida con token invalido",""
"passed","Sat Nov 01 23:31:31 GMT 2025","Sat Nov 01 23:31:31 GMT 2025","223","tests.Patient","test_DR_US_08_PATCH_patient","","","","DR-TC236: Verificar actualización exitosa de un paciente modificando solo el campo last_name",""
"passed","Sat Nov 01 23:34:01 GMT 2025","Sat Nov 01 23:34:01 GMT 2025","174","tests.Professional","test_DR_US_03_GET_professional","","","","DR-TC73: Verificar obtención de datos de un profesional por ID",""
"passed","Sat Nov 01 23:35:53 GMT 2025","Sat Nov 01 23:35:55 GMT 2025","1586","tests.e2e","test_DR_US_13_e2e_professional","","","","test_DR_TC_331_Professional",""
"skipped","Sat Nov 01 23:32:36 GMT 2025","Sat Nov 01 23:32:36 GMT 2025","0","tests.Patient","test_DR_US_08_PATCH_patient","","","","DR-TC282: Verificar que no se pueda actualizar un paciente con city con caracteres especiales",""
"skipped","Sat Nov 01 23:30:49 GMT 2025","Sat Nov 01 23:30:49 GMT 2025","0","tests.Patient","test_DR_US_06_POST_patient","","","","DR-TC192: Verificar que no se complete el registro de un paciente con solo caracteres especiales en address",""
"skipped","Sat Nov 01 23:33:13 GMT 2025","Sat Nov 01 23:33:13 GMT 2025","1","tests.Patient","test_DR_US_08_PATCH_patient","","","","DR-TC308: Verificar que no se pueda actualizar dni a un valor ya existente en otro paciente",""
"passed","Sat Nov 01 23:33:49 GMT 2025","Sat Nov 01 23:33:49 GMT 2025","178","tests.Professional","test_DR_US_02_POST_professional","","","","DR-TC62: Verificar que no se pueda crear un profesional con token sin permisos",""
"passed","Sat Nov 01 23:33:39 GMT 2025","Sat Nov 01 23:33:40 GMT 2025","1118","tests.Professional","test_DR_US_02_POST_professional","","","","DR-TC41: Verificar rechazo en la creación de profesional con province excediendo longitud máxima",""
"passed","Sat Nov 01 23:34:16 GMT 2025","Sat Nov 01 23:34:16 GMT 2025","199","tests.Professional","test_DR_US_04_PATCH_professional","","","","DR-TC90: Verificar actualización exitosa de un profesional modificando solo el campo phone",""
"passed","Sat Nov 01 23:35:17 GMT 2025","Sat Nov 01 23:35:18 GMT 2025","224","tests.Professional","test_DR_US_04_PATCH_professional","","","","DR-TC129: Verificar que no se pueda actualizar un profesional con country con un valor inválido",""
"skipped","Sat Nov 01 23:32:51 GMT 2025","Sat Nov 01 23:32:51 GMT 2025","342","tests.Patient","test_DR_US_08_PATCH_patient","","","","DR-TC293: Verificar que no se pueda actualizar un paciente con ref_number_2 con un valor inválido",""
"passed","Sat Nov 01 23:35:49 GMT 2025","Sat Nov 01 23:35:49 GMT 2025","156","tests.Professional","test_DR_US_05_DELETE_professional","","","","DR-TC163: Verificar eliminación de profesional fallida con token sin permisos",""
"passed","Sat Nov 01 23:32:08 GMT 2025","Sat Nov 01 23:32:08 GMT 2025","219","tests.Patient","test_DR_US_08_PATCH_patient","","","","DR-TC261: Verificar que no se pueda actualizar un paciente con date_of_birth con un valor vacio",""
"passed","Sat Nov 01 23:31:57 GMT 2025","Sat Nov 01 23:31:58 GMT 2025","216","tests.Patient","test_DR_US_08_PATCH_patient","","","","DR-TC254: Verificar que se pueda actualizar un paciente con fissure_type Flap izquierdo",""
"skipped","Sat Nov 01 23:33:31 GMT 2025","Sat Nov 01 23:33:31 GMT 2025","0","tests.Professional","test_DR_US_02_POST_professional","","","","DR-TC58: Verificar que no se complete el registro de un profesional con solo caracteres especiales en city",""
"passed","Sat Nov 01 23:31:07 GMT 2025","Sat Nov 01 23:31:09 GMT 2025","1891","tests.Patient","test_DR_US_06_POST_patient","","","","DR-TC209: Verificar rechazo en la creación de paciente con dni excediendo longitud máxima",""
"passed","Sat Nov 01 23:30:19 GMT 2025","Sat Nov 01 23:30:20 GMT 2025","283","tests.Login","test_DR_US_01_Login","","","","DR-TC10: Verificar login fallido con método HTTP incorrecto PUT",""
"skipped","Sat Nov 01 23:30:59 GMT 2025","Sat Nov 01 23:30:59 GMT 2025","0","tests.Patient","test_DR_US_06_POST_patient","","","","DR-TC200: Verificar que no se registre un paciente con country inválido Estados Unidos",""
"skipped","Sat Nov 01 23:30:29 GMT 2025","Sat Nov 01 23:30:30 GMT 2025","1823","tests.Patient","test_DR_US_06_POST_patient","","","","DR-TC175: Verificar que no se pueda registrar un paciente sin fissure_type",""
"passed","Sat Nov 01 23:33:58 GMT 2025","Sat Nov 01 23:33:59 GMT 2025","1057","tests.Professional","test_DR_US_02_POST_professional","","","","DR-TC70: Verificar que se puede registrar un profesional con country Argentina",""
"passed","Sat Nov 01 23:32:14 GMT 2025","Sat Nov 01 23:32:14 GMT 2025","226","tests.Patient","test_DR_US_08_PATCH_patient","","","","DR-TC265: Verificar que no se pueda actualizar un paciente con ref_number_1 con un valor vacio",""
"passed","Sat Nov 01 23:31:26 GMT 2025","Sat Nov 01 23:31:26 GMT 2025","171","tests.Patient","test_DR_US_07_GET_patient","","","","DR-TC229: Verificar que no se pueda obtener los datos de un paciente con ID que no existente",""
"passed","Sat Nov 01 23:31:24 GMT 2025","Sat Nov 01 23:31:24 GMT 2025","396","tests.Patient","test_DR_US_06_POST_patient","","","","DR-TC219: Verificar que no se pueda crear un paciente con token invalido",""
"passed","Sat Nov 01 23:34:42 GMT 2025","Sat Nov 01 23:34:42 GMT 2025","224","tests.Professional","test_DR_US_04_PATCH_professional","","","","DR-TC108: Verificar que no se pueda actualizar un profesional con dni con un valor vacio",""
"skipped","Sat Nov 01 23:32:34 GMT 2025","Sat Nov 01 23:32:34 GMT 2025","0","tests.Patient","test_DR_US_08_PATCH_patient","","","","DR-TC280: Verificar que no se pueda actualizar un paciente con father_name con caracteres especiales",""
"passed","Sat Nov 01 23:33:31 GMT 2025","Sat Nov 01 23:33:31 GMT 2025","172","tests.Professional","test_DR_US_02_POST_professional","","","","DR-TC25: Verificar que no se pueda registrar un profesional sin photo",""
"passed","Sat Nov 01 23:33:17 GMT 2025","Sat Nov 01 23:33:18 GMT 2025","161","tests.Patient","test_DR_US_09_DELETE_patient","","","","DR-TC314: Verificar eliminación de paciente fallida con ID inválido",""
"passed","Sat Nov 01 23:35:43 GMT 2025","Sat Nov 01 23:35:43 GMT 2025","208","tests.Professional","test_DR_US_04_PATCH_professional","","","","DR‑TC148: Verificar que no se pueda actualizar un profesional inexistente",""
"passed","Sat Nov 01 23:33:24 GMT 2025","Sat Nov 01 23:33:24 GMT 2025","168","tests.Patient","test_DR_US_10_POST_patient_photographic_record","","","","DR-TC320: Verificar registro fotográfico fallido con formato invalido en photo_path",""
"passed","Sat Nov 01 23:33:49 GMT 2025","Sat Nov 01 23:33:50 GMT 2025","1035","tests.Professional","test_DR_US_02_POST_professional","","","","DR-TC63: Verificar que se puede registrar un profesional con sex masculino",""
"passed","Sat Nov 01 23:30:35 GMT 2025","Sat Nov 01 23:30:37 GMT 2025","1850","tests.Patient","test_DR_US_06_POST_patient","","","","DR-TC179: Verificar que se puede registrar un paciente con country Bolivia",""
"passed","Sat Nov 01 23:34:46 GMT 2025","Sat Nov 01 23:34:46 GMT 2025","198","tests.Professional","test_DR_US_04_PATCH_professional","","","","DR-TC111: Verificar que no se pueda actualizar un profesional con profession con un valor vacio",""
"passed","Sat Nov 01 23:30:58 GMT 2025","Sat Nov 01 23:30:58 GMT 2025","288","tests.Patient","test_DR_US_06_POST_patient","","","","DR-TC196: Verificar que no se registre un paciente con date_of_birth en formato inválido mm/dd/aaaa",""
"skipped","Sat Nov 01 23:35:41 GMT 2025","Sat Nov 01 23:35:41 GMT 2025","0","tests.Professional","test_DR_US_04_PATCH_professional","","","","DR-TC146: Verificar que no se pueda actualizar dni a un valor ya existente en otro profesional",""
"passed","Sat Nov 01 23:30:56 GMT 2025","Sat Nov 01 23:30:58 GMT 2025","1829","tests.Patient","test_DR_US_06_POST_patient","","","","DR-TC201: Verificar que no se registre un paciente con fissure_type inválido",""
"passed","Sat Nov 01 23:33:16 GMT 2025","Sat Nov 01 23:33:16 GMT 2025","174","tests.Patient","test_DR_US_08_PATCH_patient","","","","DR-TC312: Verificar que no se pueda actualizar un paciente con token invalido",""
"passed","Sat Nov 01 23:34:39 GMT 2025","Sat Nov 01 23:34:39 GMT 2025","192","tests.Professional","test_DR_US_04_PATCH_professional","","","","DR-TC106: Verificar que no se pueda actualizar un profesional con sex con un valor vacio",""
"passed","Sat Nov 01 23:32:40 GMT 2025","Sat Nov 01 23:32:40 GMT 2025","178","tests.Patient","test_DR_US_08_PATCH_patient","","","","DR-TC285: Verificar que no se pueda actualizar un paciente con date_of_birth con formato inválido mm/dd/aaaa",""
"passed","Sat Nov 01 23:33:17 GMT 2025","Sat Nov 01 23:33:17 GMT 2025","177","tests.Patient","test_DR_US_09_DELETE_patient","","","","DR-TC313: Verificar eliminación de paciente existente",""
"passed","Sat Nov 01 23:34:02 GMT 2025","Sat Nov 01 23:34:02 GMT 2025","163","tests.Professional","test_DR_US_03_GET_professional","","","","DR-TC79: Verificar fallo en obtención de lista de profesionales con método HTTP incorrecto PATCH",""
"passed","Sat Nov 01 23:32:03 GMT 2025","Sat Nov 01 23:32:04 GMT 2025","188","tests.Patient","test_DR_US_08_PATCH_patient","","","","DR-TC258: Verificar que no se pueda actualizar un paciente con last_name con un valor vacio",""
"passed","Sat Nov 01 23:33:41 GMT 2025","Sat Nov 01 23:33:42 GMT 2025","1017","tests.Professional","test_DR_US_02_POST_professional","","","","DR-TC43: Verificar rechazo en la creación de profesional con dni excediendo longitud máxima",""
"passed","Sat Nov 01 23:30:59 GMT 2025","Sat Nov 01 23:30:59 GMT 2025","285","tests.Patient","test_DR_US_06_POST_patient","","","","DR-TC202: Verificar que no se registre un paciente con photo_path inválido",""
"passed","Sat Nov 01 23:33:54 GMT 2025","Sat Nov 01 23:33:55 GMT 2025","1048","tests.Professional","test_DR_US_02_POST_professional","","","","DR-TC67: Verificar que se puede registrar un profesional con country Perú",""
