"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Oct 30 21:16:53 GMT 2025","Thu Oct 30 21:16:53 GMT 2025","192","tests.Patient","test_DR_US_08_PATCH_patient","","","","DR‑TC294: Verificar que no se pueda actualizar photo con un formato invalido",""
"passed","Thu Oct 30 21:19:59 GMT 2025","Thu Oct 30 21:19:59 GMT 2025","270","tests.Professional","test_DR_US_04_PATCH_professional","","","","DR-TC150: Verificar que no se pueda actualizar un profesional con token invalido",""
"skipped","Thu Oct 30 21:14:55 GMT 2025","Thu Oct 30 21:14:55 GMT 2025","0","tests.Patient","test_DR_US_06_POST_patient","","","","DR-TC200: Verificar que no se registre un paciente con country inválido Estados Unidos",""
"skipped","Thu Oct 30 21:19:14 GMT 2025","Thu Oct 30 21:19:14 GMT 2025","0","tests.Professional","test_DR_US_04_PATCH_professional","","","","DR-TC124: Verificar que no se pueda actualizar first_name con caracteres especiales",""
"skipped","Thu Oct 30 21:15:21 GMT 2025","Thu Oct 30 21:15:21 GMT 2025","0","tests.Patient","test_DR_US_06_POST_patient","","","","DR-TC225: Verificar fallo en el registro de paciente con payload invalido",""
"passed","Thu Oct 30 21:14:12 GMT 2025","Thu Oct 30 21:14:13 GMT 2025","184","tests.Login","test_DR_US_01_Login","","","","DR-TC10: Verificar login fallido con método HTTP incorrecto PUT",""
"skipped","Thu Oct 30 21:16:18 GMT 2025","Thu Oct 30 21:16:18 GMT 2025","1","tests.Patient","test_DR_US_08_PATCH_patient","","","","DR-TC269: Verificar que no se pueda actualizar last_name con un valor de solo espacios",""
"passed","Thu Oct 30 21:17:28 GMT 2025","Thu Oct 30 21:17:28 GMT 2025","179","tests.Patient","test_DR_US_10_POST_patient_photographic_record","","","","DR-TC319: Verificar registro fotográfico fallido sin photo_path",""
"passed","Thu Oct 30 21:17:30 GMT 2025","Thu Oct 30 21:17:30 GMT 2025","333","tests.Patient","test_DR_US_10_POST_patient_photographic_record","","","","DR-TC321: Verificar registro fotográfico fallido de un paciente con ID inválido",""
"passed","Thu Oct 30 21:14:10 GMT 2025","Thu Oct 30 21:14:10 GMT 2025","322","tests.Login","test_DR_US_01_Login","","","","DR-TC03: Verificar login fallido con usuario inválido",""
"passed","Thu Oct 30 21:17:20 GMT 2025","Thu Oct 30 21:17:20 GMT 2025","212","tests.Patient","test_DR_US_09_DELETE_patient","","","","DR-TC315: Verificar eliminación de paciente con ID no existente",""
"passed","Thu Oct 30 21:20:02 GMT 2025","Thu Oct 30 21:20:02 GMT 2025","176","tests.Professional","test_DR_US_05_DELETE_professional","","","","DR-TC161: Verificar eliminación de profesional fallida sin autenticación",""
"passed","Thu Oct 30 21:15:32 GMT 2025","Thu Oct 30 21:15:32 GMT 2025","375","tests.Patient","test_DR_US_08_PATCH_patient","","","","DR-TC239: Verificar actualización exitosa de un paciente modificando solo el campo date_of_birth",""
"skipped","Thu Oct 30 21:16:37 GMT 2025","Thu Oct 30 21:16:37 GMT 2025","1","tests.Patient","test_DR_US_08_PATCH_patient","","","","DR-TC283: Verificar que no se pueda actualizar province con caracteres especiales",""
"passed","Thu Oct 30 21:18:09 GMT 2025","Thu Oct 30 21:18:10 GMT 2025","175","tests.Professional","test_DR_US_03_GET_professional","","","","DR-TC79: Verificar fallo en obtención de lista de profesionales con método HTTP incorrecto PATCH",""
"passed","Thu Oct 30 21:15:01 GMT 2025","Thu Oct 30 21:15:03 GMT 2025","1681","tests.Patient","test_DR_US_06_POST_patient","","","","DR-TC206: Verificar rechazo en la creación de paciente con mother_name excediendo longitud máxima",""
"skipped","Thu Oct 30 21:16:32 GMT 2025","Thu Oct 30 21:16:32 GMT 2025","0","tests.Patient","test_DR_US_08_PATCH_patient","","","","DR-TC279: Verificar que no se pueda actualizar last_name con caracteres especiales",""
"passed","Thu Oct 30 21:14:13 GMT 2025","Thu Oct 30 21:14:13 GMT 2025","309","tests.Login","test_DR_US_01_Login","","","","DR-TC12: Verificar login fallido con un payload invalido",""
"passed","Thu Oct 30 21:14:22 GMT 2025","Thu Oct 30 21:14:23 GMT 2025","572","tests.Patient","test_DR_US_06_POST_patient","","","","DR-TC174: Verificar que no se pueda registrar un paciente sin ref_number_1",""
"passed","Thu Oct 30 21:17:53 GMT 2025","Thu Oct 30 21:17:54 GMT 2025","1035","tests.Professional","test_DR_US_02_POST_professional","","","","DR-TC38: Verificar rechazo en la creación de profesional con sex excediendo longitud máxima",""
"skipped","Thu Oct 30 21:14:44 GMT 2025","Thu Oct 30 21:14:44 GMT 2025","1","tests.Patient","test_DR_US_06_POST_patient","","","","DR-TC190: Verificar que no se complete el registro de un paciente con solo caracteres especiales en city",""
"passed","Thu Oct 30 21:17:55 GMT 2025","Thu Oct 30 21:17:56 GMT 2025","219","tests.Professional","test_DR_US_02_POST_professional","","","","DR-TC49: Verificar que no se pueda crear un profesional sin autenticación",""
"skipped","Thu Oct 30 21:19:02 GMT 2025","Thu Oct 30 21:19:02 GMT 2025","0","tests.Professional","test_DR_US_04_PATCH_professional","","","","DR-TC115: Verificar que no se pueda actualizar last_name con un valor de solo espacios",""
"passed","Thu Oct 30 21:15:12 GMT 2025","Thu Oct 30 21:15:14 GMT 2025","1778","tests.Patient","test_DR_US_06_POST_patient","","","","DR-TC215: Verificar rechazo en la creación de paciente con address excediendo longitud máxima",""
"passed","Thu Oct 30 21:17:11 GMT 2025","Thu Oct 30 21:17:12 GMT 2025","215","tests.Patient","test_DR_US_08_PATCH_patient","","","","DR-TC300: Verificar rechazo en actualizar un paciente con country excediendo longitud máxima",""
"passed","Thu Oct 30 21:16:47 GMT 2025","Thu Oct 30 21:16:47 GMT 2025","253","tests.Patient","test_DR_US_08_PATCH_patient","","","","DR-TC290: Verificar que no se pueda actualizar fissure_type con un valor inválido",""
"passed","Thu Oct 30 21:19:56 GMT 2025","Thu Oct 30 21:19:56 GMT 2025","239","tests.Professional","test_DR_US_04_PATCH_professional","","","","DR‑TC148: Verificar que no se pueda actualizar un profesional inexistente",""
"skipped","Thu Oct 30 21:19:07 GMT 2025","Thu Oct 30 21:19:07 GMT 2025","0","tests.Professional","test_DR_US_04_PATCH_professional","","","","DR-TC119: Verificar que no se pueda actualizar specialty con un valor de solo espacios",""
"passed","Thu Oct 30 21:17:56 GMT 2025","Thu Oct 30 21:17:56 GMT 2025","194","tests.Professional","test_DR_US_02_POST_professional","","","","DR-TC51: Verificar fallo en el registro de profesional con método HTTP incorrecto PUT",""
"skipped","Thu Oct 30 21:14:55 GMT 2025","Thu Oct 30 21:14:55 GMT 2025","0","tests.Patient","test_DR_US_06_POST_patient","","","","DR-TC198: Verificar que no se registre un paciente con date_of_birth en el futuro",""
"passed","Thu Oct 30 21:19:37 GMT 2025","Thu Oct 30 21:19:37 GMT 2025","214","tests.Professional","test_DR_US_04_PATCH_professional","","","","DR-TC134: Verificar rechazo en actualizar un profesional con last_name excediendo longitud máxima",""
"passed","Thu Oct 30 21:17:20 GMT 2025","Thu Oct 30 21:17:20 GMT 2025","171","tests.Patient","test_DR_US_09_DELETE_patient","","","","DR-TC316: Verificar eliminación de paciente fallida sin autenticación",""
"passed","Thu Oct 30 21:18:08 GMT 2025","Thu Oct 30 21:18:08 GMT 2025","193","tests.Professional","test_DR_US_03_GET_professional","","","","DR-TC72: Verificar obtención de lista de profesionales",""
"skipped","Thu Oct 30 21:17:32 GMT 2025","Thu Oct 30 21:17:32 GMT 2025","180","tests.Patient","test_DR_US_11_GET_patient_photographic_record","","","","DR-TC327: Verificar que no se pueda obtener el registro fotográfico de un paciente con ID que no existente",""
"passed","Thu Oct 30 21:17:31 GMT 2025","Thu Oct 30 21:17:31 GMT 2025","184","tests.Patient","test_DR_US_11_GET_patient_photographic_record","","","","DR-TC325: Verificar obtención de registro fotográfico de un paciente",""
"skipped","Thu Oct 30 21:17:37 GMT 2025","Thu Oct 30 21:17:37 GMT 2025","0","tests.Professional","test_DR_US_02_POST_professional","","","","DR-TC27: Verificar que no se complete el registro de un profesional con solo caracteres especiales en last_name",""
"passed","Thu Oct 30 21:14:20 GMT 2025","Thu Oct 30 21:14:21 GMT 2025","434","tests.Patient","test_DR_US_06_POST_patient","","","","DR-TC170: Verificar que no se pueda registrar un paciente sin country",""
"passed","Thu Oct 30 21:14:56 GMT 2025","Thu Oct 30 21:14:58 GMT 2025","2040","tests.Patient","test_DR_US_06_POST_patient","","","","DR-TC203: Verificar rechazo en la creación de paciente con first_name excediendo longitud máxima",""
"passed","Thu Oct 30 21:15:31 GMT 2025","Thu Oct 30 21:15:31 GMT 2025","215","tests.Patient","test_DR_US_08_PATCH_patient","","","","DR-TC238: Verificar actualización exitosa de un paciente modificando solo el campo mother_name",""
"passed","Thu Oct 30 21:15:51 GMT 2025","Thu Oct 30 21:15:51 GMT 2025","255","tests.Patient","test_DR_US_08_PATCH_patient","","","","DR-TC251: Verificar que se pueda actualizar un paciente con country México",""
"passed","Thu Oct 30 21:17:35 GMT 2025","Thu Oct 30 21:17:35 GMT 2025","195","tests.Professional","test_DR_US_02_POST_professional","","","","DR-TC15: Verificar que no se pueda registrar un profesional sin first_name",""
"passed","Thu Oct 30 21:18:14 GMT 2025","Thu Oct 30 21:18:14 GMT 2025","245","tests.Professional","test_DR_US_04_PATCH_professional","","","","DR-TC83: Verificar actualización exitosa de un profesional modificando solo el campo last_name",""
"passed","Thu Oct 30 21:15:58 GMT 2025","Thu Oct 30 21:15:59 GMT 2025","252","tests.Patient","test_DR_US_08_PATCH_patient","","","","DR-TC256: Verificar que se pueda actualizar un paciente con fissure_type Flap derecho",""
"passed","Thu Oct 30 21:15:34 GMT 2025","Thu Oct 30 21:15:34 GMT 2025","383","tests.Patient","test_DR_US_08_PATCH_patient","","","","DR-TC240: Verificar actualización exitosa de un paciente modificando solo el campo city",""
"passed","Thu Oct 30 21:19:46 GMT 2025","Thu Oct 30 21:19:46 GMT 2025","248","tests.Professional","test_DR_US_04_PATCH_professional","","","","DR-TC142: Verificar rechazo en actualizar un profesional con phone excediendo longitud máxima",""
"passed","Thu Oct 30 21:17:39 GMT 2025","Thu Oct 30 21:17:40 GMT 2025","1042","tests.Professional","test_DR_US_02_POST_professional","","","","DR-TC32: Verificar que no se registre un profesional con country inválido",""
"skipped","Thu Oct 30 21:14:44 GMT 2025","Thu Oct 30 21:14:44 GMT 2025","0","tests.Patient","test_DR_US_06_POST_patient","","","","DR-TC192: Verificar que no se complete el registro de un paciente con solo caracteres especiales en address",""
"skipped","Thu Oct 30 21:14:48 GMT 2025","Thu Oct 30 21:14:50 GMT 2025","1864","tests.Patient","test_DR_US_06_POST_patient","","","","DR-TC195: Verificar que no se registre un paciente con ref_number_2 inválido",""
"passed","Thu Oct 30 21:17:44 GMT 2025","Thu Oct 30 21:17:45 GMT 2025","1054","tests.Professional","test_DR_US_02_POST_professional","","","","DR-TC37: Verificar rechazo en la creación de profesional con last_name excediendo longitud máxima",""
"passed","Thu Oct 30 21:15:43 GMT 2025","Thu Oct 30 21:15:43 GMT 2025","247","tests.Patient","test_DR_US_08_PATCH_patient","","","","DR-TC246: Verificar actualización exitosa de un paciente modificando solo el campo fissure_type",""
"passed","Thu Oct 30 21:20:02 GMT 2025","Thu Oct 30 21:20:03 GMT 2025","175","tests.Professional","test_DR_US_05_DELETE_professional","","","","DR-TC162: Verificar eliminación de profesional fallida con token invalido",""
"passed","Thu Oct 30 21:15:23 GMT 2025","Thu Oct 30 21:15:23 GMT 2025","175","tests.Patient","test_DR_US_07_GET_patient","","","","DR-TC232: Verificar fallo en obtención de lista de pacientes con método HTTP incorrecto PATCH",""
"passed","Thu Oct 30 21:14:30 GMT 2025","Thu Oct 30 21:14:31 GMT 2025","1882","tests.Patient","test_DR_US_06_POST_patient","","","","DR-TC179: Verificar que se puede registrar un paciente con country Bolivia",""
"passed","Thu Oct 30 21:16:40 GMT 2025","Thu Oct 30 21:16:40 GMT 2025","266","tests.Patient","test_DR_US_08_PATCH_patient","","","","DR-TC285: Verificar que no se pueda actualizar date_of_birth con formato inválido mm/dd/aaaa",""
"passed","Thu Oct 30 21:15:40 GMT 2025","Thu Oct 30 21:15:40 GMT 2025","248","tests.Patient","test_DR_US_08_PATCH_patient","","","","DR-TC244: Verificar actualización exitosa de un paciente modificando solo el campo ref_number_1",""
"passed","Thu Oct 30 21:16:09 GMT 2025","Thu Oct 30 21:16:10 GMT 2025","209","tests.Patient","test_DR_US_08_PATCH_patient","","","","DR-TC263: Verificar que no se pueda actualizar country con un valor vacio",""
"passed","Thu Oct 30 21:17:48 GMT 2025","Thu Oct 30 21:17:49 GMT 2025","1099","tests.Professional","test_DR_US_02_POST_professional","","","","DR-TC43: Verificar rechazo en la creación de profesional con dni excediendo longitud máxima",""
"passed","Thu Oct 30 21:17:37 GMT 2025","Thu Oct 30 21:17:37 GMT 2025","216","tests.Professional","test_DR_US_02_POST_professional","","","","DR-TC22: Verificar que no se pueda registrar un profesional sin phone",""
"passed","Thu Oct 30 21:15:27 GMT 2025","Thu Oct 30 21:15:28 GMT 2025","246","tests.Patient","test_DR_US_08_PATCH_patient","","","","DR-TC236: Verificar actualización exitosa de un paciente modificando solo el campo last_name",""
"skipped","Thu Oct 30 21:17:57 GMT 2025","Thu Oct 30 21:17:57 GMT 2025","0","tests.Professional","test_DR_US_02_POST_professional","","","","DR-TC53: Verificar que no se registre un profesional con personal_email duplicado",""
"passed","Thu Oct 30 21:17:36 GMT 2025","Thu Oct 30 21:17:36 GMT 2025","205","tests.Professional","test_DR_US_02_POST_professional","","","","DR-TC18: Verificar que no se pueda registrar un profesional sin sex",""
"passed","Thu Oct 30 21:15:20 GMT 2025","Thu Oct 30 21:15:21 GMT 2025","465","tests.Patient","test_DR_US_06_POST_patient","","","","DR-TC221: Verificar fallo en el registro de paciente con método HTTP incorrecto PUT",""
"passed","Thu Oct 30 21:19:57 GMT 2025","Thu Oct 30 21:19:57 GMT 2025","197","tests.Professional","test_DR_US_04_PATCH_professional","","","","DR-TC149: Verificar que no se pueda actualizar un profesional sin autenticación",""
"passed","Thu Oct 30 21:16:14 GMT 2025","Thu Oct 30 21:16:14 GMT 2025","246","tests.Patient","test_DR_US_08_PATCH_patient","","","","DR-TC266: Verificar que no se pueda actualizar fissure_type con un valor vacio",""
"passed","Thu Oct 30 21:18:10 GMT 2025","Thu Oct 30 21:18:10 GMT 2025","178","tests.Professional","test_DR_US_03_GET_professional","","","","DR-TC80: Verificar fallo en obtención de lista de profesionales con método HTTP incorrecto DELETE",""
"passed","Thu Oct 30 21:19:40 GMT 2025","Thu Oct 30 21:19:40 GMT 2025","248","tests.Professional","test_DR_US_04_PATCH_professional","","","","DR-TC138: Verificar rechazo en actualizar un profesional con province excediendo longitud máxima",""
"skipped","Thu Oct 30 21:16:36 GMT 2025","Thu Oct 30 21:16:36 GMT 2025","0","tests.Patient","test_DR_US_08_PATCH_patient","","","","DR-TC282: Verificar que no se pueda actualizar city con caracteres especiales",""
"passed","Thu Oct 30 21:18:09 GMT 2025","Thu Oct 30 21:18:09 GMT 2025","175","tests.Professional","test_DR_US_03_GET_professional","","","","DR-TC78: Verificar que no se pueda obtener la lista de profesionales con token sin permisos",""
"passed","Thu Oct 30 21:14:27 GMT 2025","Thu Oct 30 21:14:29 GMT 2025","2036","tests.Patient","test_DR_US_06_POST_patient","","","","DR-TC178: Verificar que se puede registrar un paciente con sex femenino",""
"passed","Thu Oct 30 21:14:13 GMT 2025","Thu Oct 30 21:14:13 GMT 2025","300","tests.Login","test_DR_US_01_Login","","","","DR-TC11: Verificar login fallido con método HTTP incorrecto DELETE",""
"passed","Thu Oct 30 21:18:28 GMT 2025","Thu Oct 30 21:18:28 GMT 2025","234","tests.Professional","test_DR_US_04_PATCH_professional","","","","DR-TC92: Verificar actualización exitosa de un profesional modificando solo el campo specialty",""
"skipped","Thu Oct 30 21:16:21 GMT 2025","Thu Oct 30 21:16:21 GMT 2025","0","tests.Patient","test_DR_US_08_PATCH_patient","","","","DR-TC271: Verificar que no se pueda actualizar mother_name con un valor de solo espacios",""
"passed","Thu Oct 30 21:19:44 GMT 2025","Thu Oct 30 21:19:44 GMT 2025","223","tests.Professional","test_DR_US_04_PATCH_professional","","","","DR-TC141: Verificar rechazo en actualizar un profesional con personal_email excediendo longitud máxima",""
"passed","Thu Oct 30 21:15:18 GMT 2025","Thu Oct 30 21:15:19 GMT 2025","1878","tests.Patient","test_DR_US_06_POST_patient","","","","DR-TC212: Verificar rechazo en la creación de paciente con fissure_type excediendo longitud máxima",""
"passed","Thu Oct 30 21:17:36 GMT 2025","Thu Oct 30 21:17:36 GMT 2025","193","tests.Professional","test_DR_US_02_POST_professional","","","","DR-TC20: Verificar que no se pueda registrar un profesional sin dni",""
"passed","Thu Oct 30 21:14:55 GMT 2025","Thu Oct 30 21:14:56 GMT 2025","186","tests.Patient","test_DR_US_06_POST_patient","","","","DR-TC202: Verificar que no se registre un paciente con photo_path inválido",""
"passed","Thu Oct 30 21:19:34 GMT 2025","Thu Oct 30 21:19:34 GMT 2025","193","tests.Professional","test_DR_US_04_PATCH_professional","","","","DR‑TC132: Verificar que no se pueda actualizar photo con un formato invalido",""
"passed","Thu Oct 30 21:17:38 GMT 2025","Thu Oct 30 21:17:39 GMT 2025","1077","tests.Professional","test_DR_US_02_POST_professional","","","","DR-TC31: Verificar que no se registre un profesional con sex inválido",""
"skipped","Thu Oct 30 21:17:57 GMT 2025","Thu Oct 30 21:17:57 GMT 2025","0","tests.Professional","test_DR_US_02_POST_professional","","","","DR-TC55: Verificar que no se registre un profesional con phone duplicado",""
"passed","Thu Oct 30 21:14:54 GMT 2025","Thu Oct 30 21:14:54 GMT 2025","466","tests.Patient","test_DR_US_06_POST_patient","","","","DR-TC196: Verificar que no se registre un paciente con date_of_birth en formato inválido mm/dd/aaaa",""
"passed","Thu Oct 30 21:18:44 GMT 2025","Thu Oct 30 21:18:44 GMT 2025","240","tests.Professional","test_DR_US_04_PATCH_professional","","","","DR-TC103: Verificar que no se pueda actualizar first_name con un valor vacio",""
"passed","Thu Oct 30 21:16:15 GMT 2025","Thu Oct 30 21:16:16 GMT 2025","191","tests.Patient","test_DR_US_08_PATCH_patient","","","","DR‑TC267: Verificar que no se pueda actualizar photo por uno vacio",""
"passed","Thu Oct 30 21:14:20 GMT 2025","Thu Oct 30 21:14:20 GMT 2025","432","tests.Patient","test_DR_US_06_POST_patient","","","","DR-TC168: Verificar que no se pueda registrar un paciente sin date_of_birth",""
"passed","Thu Oct 30 21:17:35 GMT 2025","Thu Oct 30 21:17:35 GMT 2025","220","tests.Professional","test_DR_US_02_POST_professional","","","","DR-TC16: Verificar que no se pueda registrar un profesional sin last_name",""
"passed","Thu Oct 30 21:15:22 GMT 2025","Thu Oct 30 21:15:22 GMT 2025","201","tests.Patient","test_DR_US_07_GET_patient","","","","DR-TC229: Verificar que no se pueda obtener los datos de un paciente con ID que no existente",""
"passed","Thu Oct 30 21:14:38 GMT 2025","Thu Oct 30 21:14:40 GMT 2025","1756","tests.Patient","test_DR_US_06_POST_patient","","","","DR-TC183: Verificar que se puede registrar un paciente con country Flap izquierdo",""
"passed","Thu Oct 30 21:18:38 GMT 2025","Thu Oct 30 21:18:38 GMT 2025","219","tests.Professional","test_DR_US_04_PATCH_professional","","","","DR-TC99: Verificar que se pueda actualizar un profesional con country República Dominicana",""
"passed","Thu Oct 30 21:15:19 GMT 2025","Thu Oct 30 21:15:20 GMT 2025","430","tests.Patient","test_DR_US_06_POST_patient","","","","DR-TC218: Verificar que no se pueda crear un paciente sin autenticación",""
"passed","Thu Oct 30 21:17:49 GMT 2025","Thu Oct 30 21:17:50 GMT 2025","1039","tests.Professional","test_DR_US_02_POST_professional","","","","DR-TC44: Verificar rechazo en la creación de profesional con personal_email excediendo longitud máxima",""
"passed","Thu Oct 30 21:14:10 GMT 2025","Thu Oct 30 21:14:11 GMT 2025","592","tests.Login","test_DR_US_01_Login","","","","DR-TC04: Verificar login fallido con contraseña inválida",""
"passed","Thu Oct 30 21:18:43 GMT 2025","Thu Oct 30 21:18:43 GMT 2025","378","tests.Professional","test_DR_US_04_PATCH_professional","","","","DR-TC102: Verificar que se pueda actualizar un profesional con country Brasil",""
"passed","Thu Oct 30 21:14:09 GMT 2025","Thu Oct 30 21:14:09 GMT 2025","606","tests.Login","test_DR_US_01_Login","","","","DR-TC01: Verificar login exitoso con credenciales válidas como admin",""
"passed","Thu Oct 30 21:14:36 GMT 2025","Thu Oct 30 21:14:38 GMT 2025","1904","tests.Patient","test_DR_US_06_POST_patient","","","","DR-TC182: Verificar que se puede registrar un paciente con country República Dominicana",""
"passed","Thu Oct 30 21:17:15 GMT 2025","Thu Oct 30 21:17:15 GMT 2025","244","tests.Patient","test_DR_US_08_PATCH_patient","","","","DR‑TC309: Verificar que no se pueda actualizar un paciente inexistente",""
"passed","Thu Oct 30 21:16:08 GMT 2025","Thu Oct 30 21:16:08 GMT 2025","211","tests.Patient","test_DR_US_08_PATCH_patient","","","","DR-TC262: Verificar que no se pueda actualizar sex con un valor vacio",""
"skipped","Thu Oct 30 21:17:37 GMT 2025","Thu Oct 30 21:17:37 GMT 2025","0","tests.Professional","test_DR_US_02_POST_professional","","","","DR-TC57: Verificar que no se complete el registro de un profesional con solo caracteres especiales en specialty",""
"passed","Thu Oct 30 21:17:47 GMT 2025","Thu Oct 30 21:17:48 GMT 2025","1099","tests.Professional","test_DR_US_02_POST_professional","","","","DR-TC42: Verificar rechazo en la creación de profesional con address excediendo longitud máxima",""
"passed","Thu Oct 30 21:14:22 GMT 2025","Thu Oct 30 21:14:22 GMT 2025","564","tests.Patient","test_DR_US_06_POST_patient","","","","DR-TC173: Verificar que no se pueda registrar un paciente sin mother_name",""
"skipped","Thu Oct 30 21:17:37 GMT 2025","Thu Oct 30 21:17:37 GMT 2025","1","tests.Professional","test_DR_US_02_POST_professional","","","","DR-TC26: Verificar que no se complete el registro de un profesional con solo caracteres especiales en first_name",""
"passed","Thu Oct 30 21:18:40 GMT 2025","Thu Oct 30 21:18:40 GMT 2025","244","tests.Professional","test_DR_US_04_PATCH_professional","","","","DR-TC100: Verificar que se pueda actualizar un profesional con country Estados Unidos",""
"passed","Thu Oct 30 21:19:08 GMT 2025","Thu Oct 30 21:19:08 GMT 2025","198","tests.Professional","test_DR_US_04_PATCH_professional","","","","DR‑TC120: Verificar que no se pueda actualizar date_of_birth con un valor de solo espacios",""
"passed","Thu Oct 30 21:14:19 GMT 2025","Thu Oct 30 21:14:19 GMT 2025","556","tests.Patient","test_DR_US_06_POST_patient","","","","DR-TC166: Verificar que no se pueda registrar un paciente sin first_name",""
"passed","Thu Oct 30 21:14:20 GMT 2025","Thu Oct 30 21:14:20 GMT 2025","431","tests.Patient","test_DR_US_06_POST_patient","","","","DR-TC169: Verificar que no se pueda registrar un paciente sin sex",""
"passed","Thu Oct 30 21:18:08 GMT 2025","Thu Oct 30 21:18:09 GMT 2025","185","tests.Professional","test_DR_US_03_GET_professional","","","","DR-TC73: Verificar obtención de datos de un profesional por ID",""
"skipped","Thu Oct 30 21:14:44 GMT 2025","Thu Oct 30 21:14:44 GMT 2025","0","tests.Patient","test_DR_US_06_POST_patient","","","","DR-TC187: Verificar que no se complete el registro de un paciente con solo caracteres especiales en last_name",""
"skipped","Thu Oct 30 21:14:44 GMT 2025","Thu Oct 30 21:14:44 GMT 2025","0","tests.Patient","test_DR_US_06_POST_patient","","","","DR-TC189: Verificar que no se complete el registro de un paciente con solo caracteres especiales en mother_name",""
